Sexo;Edad;Nacionalidad;Fecha de alta;Fecha de baja;Situación laboral;Nivel académico;Distrito;Barrio;Número
Varón;37-46;ESPAÑOLA;30/03/2021;-;Trabajando;07-A Diplomado Universitario;CHAMBERI;VALLEHERMOSO;1
Varón;47-56;ESPAÑOLA;01/07/2022;-;Trabajando;08-A Licenciado Universitario;TETUAN;VALDEACEDERAS;1
Mujer;41-50;ESPAÑOLA;26/08/2014;-;-;07-A Diplomado Universitario;LATINA;ALUCHE;1
Mujer;42-51;ESPAÑOLA;25/01/2016;-;Trabajando;08-A Licenciado Universitario;TETUAN;VALDEACEDERAS;1
Mujer;33-42;ESPAÑOLA;16/11/2010;-;-;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;55-64;ESLOVACA;05/04/2017;-;Trabajando;200-N NS/NC;OTROS;OTROS;1
Varón;39-48;ESPAÑOLA;07/02/2020;-;Trabajando;04-A FP;CARABANCHEL;COMILLAS;1
Mujer;25-34;ESPAÑOLA;01/08/2016;-;Estudiando;200-N NS/NC;CARABANCHEL;VISTA ALEGRE;1
Mujer;73-82;ESPAÑOLA;11/03/2008;22/03/2023;Desempleado/a;200-N NS/NC;LATINA;LAS AGUILAS;1
Mujer;75-84;ESPAÑOLA;16/06/2016;-;-;200-N NS/NC;SALAMANCA;GOYA;1
Mujer;46-55;ESPAÑOLA;19/11/2013;-;Trabajando;06-A Módulo Profesional;CHAMBERI;TRAFALGAR;1
Mujer;57-66;ESPAÑOLA;10/09/2019;-;-;-;SAN BLAS - CANILLEJAS;ROSAS;1
Varón;52-61;ESPAÑOLA;23/07/2008;-;Trabajando;07-A Diplomado Universitario;VILLAVERDE;LOS ROSALES;1
Mujer;29-38;DOMINICA;22/03/2023;-;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;50-59;RUSA;12/11/2012;-;Trabajando;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Mujer;63-72;PERUANA;21/01/2009;-;Trabajando;200-N NS/NC;CIUDAD LINEAL;VENTAS;1
Varón;50-59;PERUANA;05/02/2013;-;Trabajando;03-A BUP/Bachillerato;SAN BLAS - CANILLEJAS;ROSAS;1
Mujer;41-50;ESPAÑOLA;19/01/2011;-;Desempleado/a;106-N Licenciado Universitario;OTROS;OTROS;1
Varón;62-71;ESPAÑOLA;04/08/2015;30/10/2020;Trabajando;200-N NS/NC;CARABANCHEL;BUENAVISTA;1
Varón;68-77;ESPAÑOLA;27/03/2013;22/03/2023;Jubilado/a;07-A Diplomado Universitario;TETUAN;CUATRO CAMINOS;1
Varón;38-47;ESPAÑOLA;16/09/2022;-;-;-;OTROS;OTROS;1
Varón;29-38;ESPAÑOLA;27/02/2012;31/03/2022;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Mujer;28-37;IRAKÍ;04/01/2021;-;Trabajando;03-A BUP/Bachillerato;OTROS;OTROS;1
Varón;56-65;ESPAÑOLA;11/05/2021;-;Desempleado/a;-;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;59-68;PERUANA;24/05/2018;-;Desempleado/a;03-A BUP/Bachillerato;VILLAVERDE;LOS ANGELES;1
Mujer;33-42;ESPAÑOLA;19/12/2017;-;Desempleado/a;105-N Diplomado Universitario;OTROS;OTROS;1
Mujer;77-86;ESPAÑOLA;26/06/2008;-;Otra situación;02-A EGB/Graduado Escolar;USERA;ORCASITAS;1
Varón;69-78;ESPAÑOLA;09/03/2022;-;-;-;RETIRO;PACIFICO;1
Varón;32-41;ECUATORIANA;17/07/2009;-;Trabajando;03-A BUP/Bachillerato;OTROS;OTROS;1
Varón;36-45;ESPAÑOLA;27/07/2017;-;Trabajando;105-N Diplomado Universitario;OTROS;OTROS;1
Mujer;56-65;ESPAÑOLA;27/04/2017;-;Estudiando;06-A Módulo Profesional;OTROS;OTROS;1
Varón;62-71;ESPAÑOLA;30/06/2008;-;Jubilado/a;200-N NS/NC;VILLAVERDE;BUTARQUE;1
Mujer;73-82;ESPAÑOLA;03/07/2014;-;Trabajando;200-N NS/NC;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;78-87;ESPAÑOLA;18/04/2008;-;Jubilado/a;01-A Sin Estudios;CIUDAD LINEAL;VENTAS;1
Mujer;35-44;ESPAÑOLA;17/01/2011;-;Trabajando;200-N NS/NC;MORATALAZ;PAVONES;1
Mujer;50-59;CUBANA;10/02/2010;-;Trabajando;200-N NS/NC;CENTRO;UNIVERSIDAD;1
Mujer;69-78;ESPAÑOLA;09/07/2008;-;Trabajando;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;62-71;ESPAÑOLA;29/10/2018;-;Trabajando;06-A Módulo Profesional;CHAMBERI;VALLEHERMOSO;1
Mujer;68-77;ESPAÑOLA;02/01/2020;-;Jubilado/a;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Varón;74-83;ESPAÑOLA;27/11/2018;-;-;-;CIUDAD LINEAL;COSTILLARES;1
Mujer;21-30;ESPAÑOLA;03/12/2020;-;Estudiando;05-A COU;RETIRO;IBIZA;1
Mujer;27-36;ESPAÑOLA;10/09/2010;29/01/2021;Estudiando;200-N NS/NC;CARABANCHEL;VISTA ALEGRE;1
Varón;26-35;ESPAÑOLA;30/03/2015;-;Estudiando;102-N Bachillerato;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;32-41;ESPAÑOLA;31/07/2020;-;Desempleado/a;106-N Licenciado Universitario;CENTRO;JUSTICIA;1
Mujer;>90;ESPAÑOLA;06/05/2008;22/03/2023;Jubilado/a;200-N NS/NC;CHAMARTIN;PROSPERIDAD;1
Mujer;47-56;ESPAÑOLA;06/06/2016;-;-;07-A Diplomado Universitario;SAN BLAS - CANILLEJAS;ROSAS;1
Varón;75-84;ESPAÑOLA;07/09/2011;-;Jubilado/a;07-A Diplomado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Mujer;47-56;PERUANA;29/07/2008;-;Trabajando;08-A Licenciado Universitario;RETIRO;ESTRELLA;1
Mujer;84-93;ESPAÑOLA;04/03/2010;-;Jubilado/a;200-N NS/NC;LATINA;PUERTA DEL ANGEL;1
Mujer;62-71;ESPAÑOLA;04/01/2021;-;Trabajando;05-A COU;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Varón;44-53;ESPAÑOLA;07/06/2022;-;Trabajando;02-A EGB/Graduado Escolar;RETIRO;PACIFICO;1
Varón;27-36;ESPAÑOLA;06/02/2017;-;Desempleado/a;102-N Bachillerato;LATINA;PUERTA DEL ANGEL;1
Varón;40-49;ESPAÑOLA;17/10/2012;08/05/2018;Desempleado/a;106-N Licenciado Universitario;VILLAVERDE;BUTARQUE;1
Varón;36-45;ESPAÑOLA;07/03/2012;-;Trabajando;105-N Diplomado Universitario;CHAMBERI;RIOS ROSAS;1
Mujer;36-45;ECUATORIANA;06/02/2009;-;-;200-N NS/NC;MORATALAZ;FONTARRON;1
Mujer;59-68;ESPAÑOLA;07/05/2013;-;Desempleado/a;03-A BUP/Bachillerato;VILLAVERDE;LOS ANGELES;1
Mujer;27-36;MEXICANA;13/02/2023;-;Estudiando;08-A Licenciado Universitario;TETUAN;CUATRO CAMINOS;1
Varón;69-78;ESPAÑOLA;21/02/2017;-;Jubilado/a;03-A BUP/Bachillerato;PUENTE DE VALLECAS;PORTAZGO;1
Mujer;80-89;ESPAÑOLA;09/02/2010;-;Jubilado/a;01-A Sin Estudios;RETIRO;ADELFAS;1
Mujer;66-75;ESPAÑOLA;02/12/2008;-;Trabajando;02-A EGB/Graduado Escolar;CARABANCHEL;PUERTA BONITA;1
Varón;57-66;ESPAÑOLA;24/01/2023;-;Jubilado/a;08-A Licenciado Universitario;ARGANZUELA;DELICIAS;1
Varón;85-94;ESPAÑOLA;18/02/2009;22/03/2023;Jubilado/a;02-A EGB/Graduado Escolar;RETIRO;ADELFAS;1
Varón;36-45;ESPAÑOLA;13/01/2016;31/08/2022;Trabajando;08-A Licenciado Universitario;VILLA DE VALLECAS;SANTA EUGENIA;1
Mujer;>90;ESPAÑOLA;28/05/2007;-;Jubilado/a;07-A Diplomado Universitario;SALAMANCA;GOYA;1
Mujer;>90;ESPAÑOLA;19/05/2010;22/03/2023;-;200-N NS/NC;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Mujer;27-36;ESPAÑOLA;05/06/2017;-;-;08-A Licenciado Universitario;CENTRO;SOL;1
Mujer;52-61;ESPAÑOLA;12/04/2010;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Varón;33-42;ESPAÑOLA;18/04/2022;-;Trabajando;08-A Licenciado Universitario;TETUAN;CASTILLEJOS;1
Mujer;33-42;ESPAÑOLA;02/04/2013;-;Desempleado/a;101-N ESO Educación Secundaria;LATINA;LAS AGUILAS;1
Mujer;74-83;ESPAÑOLA;07/10/2016;-;Jubilado/a;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;MIRASIERRA;1
Varón;61-70;ESPAÑOLA;19/07/2019;-;Trabajando;03-A BUP/Bachillerato;LATINA;ALUCHE;1
Varón;30-39;ESPAÑOLA;11/08/2020;-;Estudiando;08-A Licenciado Universitario;CHAMARTIN;EL VISO;1
Varón;80-89;ESPAÑOLA;24/12/2009;-;-;200-N NS/NC;MORATALAZ;PAVONES;1
Mujer;23-32;ESPAÑOLA;04/11/2020;-;Estudiando;105-N Diplomado Universitario;HORTALEZA;CANILLAS;1
Mujer;26-35;ESPAÑOLA;17/02/2016;-;Estudiando;101-N ESO Educación Secundaria;LATINA;CAMPAMENTO;1
Mujer;74-83;ESPAÑOLA;16/03/2015;30/06/2019;-;200-N NS/NC;VILLAVERDE;LOS ROSALES;1
Mujer;44-53;ESPAÑOLA;06/05/2011;-;-;200-N NS/NC;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;38-47;ESPAÑOLA;25/01/2022;-;Trabajando;06-A Módulo Profesional;LATINA;CUATRO VIENTOS;1
Mujer;74-83;ESPAÑOLA;23/03/2012;-;-;200-N NS/NC;FUENCARRAL-EL PARDO;LA PAZ;1
Mujer;32-41;ESPAÑOLA;03/08/2022;-;Trabajando;-;SAN BLAS - CANILLEJAS;SIMANCAS;1
Mujer;29-38;ESPAÑOLA;21/06/2019;-;Estudiando;-;ARGANZUELA;DELICIAS;1
Mujer;>90;ESPAÑOLA;29/01/2019;-;-;-;RETIRO;LOS JERONIMOS;1
Mujer;30-39;ESPAÑOLA;08/08/2019;-;Trabajando;105-N Diplomado Universitario;HORTALEZA;VALDEFUENTES;1
Mujer;29-38;COLOMBIANA;19/12/2019;-;-;03-A BUP/Bachillerato;HORTALEZA;VALDEFUENTES;1
Mujer;56-65;ESPAÑOLA;03/04/2008;22/03/2023;Trabajando;05-A COU;SALAMANCA;GOYA;1
Varón;69-78;ESPAÑOLA;28/03/2008;-;Jubilado/a;07-A Diplomado Universitario;LATINA;LUCERO;1
Mujer;31-40;COSTA DE MARFIL;15/12/2021;-;Desempleado/a;-;SAN BLAS - CANILLEJAS;ARCOS;1
Mujer;66-75;ESPAÑOLA;28/03/2019;-;-;-;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;69-78;ESPAÑOLA;25/11/2022;-;-;-;CENTRO;JUSTICIA;1
Mujer;33-42;BRASILEÑA;30/09/2021;31/03/2023;Trabajando;-;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;45-54;ESPAÑOLA;20/11/2015;-;Desempleado/a;02-A EGB/Graduado Escolar;LATINA;LUCERO;1
Mujer;33-42;ESPAÑOLA;06/10/2020;-;-;-;ARGANZUELA;IMPERIAL;1
Mujer;63-72;ESPAÑOLA;17/02/2012;-;Desempleado/a;03-A BUP/Bachillerato;SALAMANCA;GOYA;1
Mujer;78-87;ESPAÑOLA;05/05/2022;-;-;-;ARGANZUELA;CHOPERA;1
Mujer;53-62;ESPAÑOLA;24/09/2010;-;Desempleado/a;200-N NS/NC;CARABANCHEL;SAN ISIDRO;1
Mujer;32-41;ESPAÑOLA;03/04/2018;-;Estudiando;08-A Licenciado Universitario;ARGANZUELA;ACACIAS;1
Mujer;40-49;ESPAÑOLA;09/04/2013;12/01/2018;Trabajando;08-A Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;26-35;ESPAÑOLA;27/09/2013;-;Estudiando;103-N Ciclo Formativo Grado Medio;USERA;SAN FERMIN;1
Mujer;77-86;ESPAÑOLA;29/03/2023;-;-;-;CHAMARTIN;CIUDAD JARDIN;1
Mujer;60-69;ESPAÑOLA;16/12/2016;-;Trabajando;102-N Bachillerato;SAN BLAS - CANILLEJAS;ROSAS;1
Mujer;53-62;COLOMBIANA;08/06/2010;-;-;102-N Bachillerato;CARABANCHEL;PUERTA BONITA;1
Mujer;43-52;ESPAÑOLA;09/12/2010;-;Desempleado/a;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;50-59;ESPAÑOLA;13/12/2006;-;-;02-A EGB/Graduado Escolar;CENTRO;SOL;1
Varón;39-48;PERUANA;14/04/2009;-;-;102-N Bachillerato;CHAMARTIN;PROSPERIDAD;1
Mujer;30-39;ESPAÑOLA;23/01/2014;-;Trabajando;06-A Módulo Profesional;MONCLOA-ARAVACA;ARAVACA;1
Varón;38-47;ESPAÑOLA;22/01/2020;-;-;-;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;31-40;ESPAÑOLA;05/03/2021;-;Trabajando;105-N Diplomado Universitario;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;51-60;ESPAÑOLA;23/04/2009;-;Trabajando;07-A Diplomado Universitario;VICALVARO;VALDERRIVAS;1
Mujer;67-76;ESPAÑOLA;18/02/2020;-;Trabajando;08-A Licenciado Universitario;CENTRO;PALACIO;1
Mujer;83-92;ESPAÑOLA;14/10/2010;-;-;200-N NS/NC;VILLAVERDE;LOS ROSALES;1
Mujer;38-47;DOMINICANA;29/11/2010;-;Estudiando;106-N Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Mujer;69-78;ESPAÑOLA;18/09/2017;-;Jubilado/a;03-A BUP/Bachillerato;LATINA;PUERTA DEL ANGEL;1
Mujer;77-86;ESPAÑOLA;04/05/2011;-;-;200-N NS/NC;SALAMANCA;LISTA;1
Varón;77-86;ESPAÑOLA;20/06/2016;-;-;200-N NS/NC;MONCLOA-ARAVACA;CASA DE CAMPO;1
Varón;29-38;CHINA;28/10/2019;-;-;-;OTROS;OTROS;1
Mujer;25-34;ESPAÑOLA;17/03/2015;-;Estudiando;101-N ESO Educación Secundaria;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;58-67;ESPAÑOLA;19/01/2022;-;Jubilado/a;07-A Diplomado Universitario;MORATALAZ;VINATEROS;1
Varón;53-62;ESPAÑOLA;05/06/2009;-;Otra situación;04-A FP;CARABANCHEL;SAN ISIDRO;1
Mujer;31-40;ESPAÑOLA;07/06/2010;-;Trabajando;102-N Bachillerato;SAN BLAS - CANILLEJAS;ARCOS;1
Mujer;28-37;ESPAÑOLA;11/07/2017;-;Trabajando;02-A EGB/Graduado Escolar;CARABANCHEL;COMILLAS;1
Varón;53-62;PERUANA;20/08/2012;-;Trabajando;04-A FP;TETUAN;BELLAS VISTAS;1
Mujer;52-61;ESPAÑOLA;19/09/2013;-;Desempleado/a;02-A EGB/Graduado Escolar;CARABANCHEL;PUERTA BONITA;1
Mujer;32-41;ESPAÑOLA;08/01/2020;-;-;-;CIUDAD LINEAL;VENTAS;1
Varón;75-84;ESPAÑOLA;04/02/2011;-;-;200-N NS/NC;RETIRO;IBIZA;1
Mujer;51-60;ESPAÑOLA;17/09/2007;-;Trabajando;07-A Diplomado Universitario;LATINA;CAMPAMENTO;1
Mujer;56-65;ESPAÑOLA;14/04/2016;31/03/2022;Trabajando;08-A Licenciado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;85-94;ESPAÑOLA;25/11/2008;22/03/2023;-;200-N NS/NC;MORATALAZ;MEDIA LEGUA;1
Mujer;40-49;ESPAÑOLA;19/04/2017;-;-;08-A Licenciado Universitario;CENTRO;PALACIO;1
Mujer;43-52;ESPAÑOLA;30/03/2017;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;44-53;ESPAÑOLA;10/03/2022;-;Trabajando;06-A Módulo Profesional;LATINA;LUCERO;1
Mujer;30-39;ESPAÑOLA;07/08/2014;-;Trabajando;106-N Licenciado Universitario;CARABANCHEL;OPAÑEL;1
Mujer;59-68;ESPAÑOLA;18/09/2013;-;Desempleado/a;08-A Licenciado Universitario;CHAMARTIN;CASTILLA;1
Mujer;60-69;PERUANA;02/09/2022;-;Desempleado/a;03-A BUP/Bachillerato;RETIRO;IBIZA;1
Varón;81-90;ESPAÑOLA;10/01/2020;-;-;-;HORTALEZA;CANILLAS;1
Mujer;49-58;ESPAÑOLA;15/01/2020;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Varón;65-74;ESPAÑOLA;09/10/2019;-;Jubilado/a;102-N Bachillerato;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Varón;36-45;ESPAÑOLA;17/09/2010;30/07/2021;-;101-N ESO Educación Secundaria;OTROS;OTROS;1
Varón;>90;ESPAÑOLA;16/03/2011;31/10/2019;-;200-N NS/NC;BARAJAS;AEROPUERTO;1
Mujer;23-32;ESPAÑOLA;21/08/2020;-;Estudiando;105-N Diplomado Universitario;RETIRO;PACIFICO;1
Mujer;22-31;ESPAÑOLA;08/09/2021;-;Estudiando;05-A COU;CHAMBERI;GAZTAMBIDE;1
Varón;40-49;ESPAÑOLA;24/01/2019;-;Trabajando;106-N Licenciado Universitario;TETUAN;VALDEACEDERAS;1
Mujer;28-37;ESPAÑOLA;06/04/2022;-;Estudiando;08-A Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;40-49;ESTONIANA;16/10/2018;-;Desempleado/a;08-A Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Varón;>90;ESPAÑOLA;12/08/2010;-;-;200-N NS/NC;RETIRO;NIÑO JESUS;1
Mujer;>90;NO IDENTIFICADO;24/11/2011;-;-;200-N NS/NC;CIUDAD LINEAL;VENTAS;1
Varón;51-60;ESPAÑOLA;21/07/2020;-;Desempleado/a;08-A Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Varón;72-81;ESPAÑOLA;13/04/2015;-;Jubilado/a;106-N Licenciado Universitario;CHAMARTIN;CASTILLA;1
Mujer;36-45;ESPAÑOLA;19/12/2017;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;HISPANOAMERICA;1
Varón;38-47;ESPAÑOLA;05/02/2010;-;Trabajando;102-N Bachillerato;RETIRO;IBIZA;1
Mujer;56-65;ESPAÑOLA;12/02/2021;-;Trabajando;03-A BUP/Bachillerato;OTROS;OTROS;1
Mujer;37-46;ESPAÑOLA;03/08/2011;-;Estudiando;106-N Licenciado Universitario;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;1
Varón;23-32;ESPAÑOLA;03/07/2019;-;-;03-A BUP/Bachillerato;TETUAN;CUATRO CAMINOS;1
Mujer;74-83;ESPAÑOLA;01/09/2015;-;Jubilado/a;200-N NS/NC;CENTRO;SOL;1
Mujer;66-75;ESPAÑOLA;08/02/2007;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;RIOS ROSAS;1
Varón;37-46;ESPAÑOLA;05/08/2021;-;Desempleado/a;04-A FP;CIUDAD LINEAL;SAN PASCUAL;1
Varón;26-35;ESPAÑOLA;16/02/2022;-;-;-;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;87-96;ESPAÑOLA;03/11/2011;05/06/2017;-;200-N NS/NC;CENTRO;JUSTICIA;1
Mujer;83-92;ESPAÑOLA;28/04/2008;-;Jubilado/a;01-A Sin Estudios;CHAMARTIN;HISPANOAMERICA;1
Mujer;84-93;ESPAÑOLA;09/10/2008;-;Otra situación;02-A EGB/Graduado Escolar;CHAMBERI;ALMAGRO;1
Varón;35-44;ESPAÑOLA;15/01/2013;30/06/2022;Estudiando;104-N Ciclo Formativo Grado Superior;VILLA DE VALLECAS;SANTA EUGENIA;1
Mujer;65-74;ESPAÑOLA;27/01/2020;-;Jubilado/a;08-A Licenciado Universitario;BARAJAS;ALAMEDA DE OSUNA;1
Varón;50-59;ITALIANA;30/03/2022;-;Trabajando;-;SAN BLAS - CANILLEJAS;REJAS;1
Varón;27-36;ESPAÑOLA;05/10/2016;01/09/2017;Estudiando;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Varón;60-69;ESPAÑOLA;23/01/2023;-;Jubilado/a;08-A Licenciado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;53-62;RUMANA;07/05/2013;-;Trabajando;08-A Licenciado Universitario;USERA;ALMENDRALES;1
Mujer;72-81;ESPAÑOLA;11/07/2017;-;-;-;CIUDAD LINEAL;VENTAS;1
Varón;39-48;ESPAÑOLA;13/02/2013;-;Desempleado/a;101-N ESO Educación Secundaria;BARAJAS;ALAMEDA DE OSUNA;1
Varón;72-81;ESPAÑOLA;25/09/2020;-;-;-;RETIRO;IBIZA;1
Mujer;29-38;ESTADO UNIDENSE;29/03/2021;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;GAZTAMBIDE;1
Mujer;>90;ESPAÑOLA;30/03/2012;-;-;200-N NS/NC;CARABANCHEL;SAN ISIDRO;1
Mujer;0-19;ESPAÑOLA;06/07/2016;31/10/2017;-;200-N NS/NC;CENTRO;JUSTICIA;1
Varón;68-77;ESPAÑOLA;21/12/2022;-;Jubilado/a;-;HORTALEZA;PINAR DEL REY;1
Mujer;77-86;ESPAÑOLA;25/01/2021;-;-;-;FUENCARRAL-EL PARDO;LA PAZ;1
Mujer;60-69;ESPAÑOLA;08/07/2008;-;Trabajando;05-A COU;OTROS;OTROS;1
Mujer;53-62;ESPAÑOLA;17/03/2015;18/10/2017;Desempleado/a;03-A BUP/Bachillerato;ARGANZUELA;DELICIAS;1
Varón;50-59;ARGENTINA;13/11/2015;-;Desempleado/a;01-A Sin Estudios;CENTRO;EMBAJADORES;1
Mujer;19-28;ESPAÑOLA;24/08/2021;-;Trabajando;03-A BUP/Bachillerato;TETUAN;BELLAS VISTAS;1
Mujer;46-55;ESPAÑOLA;20/03/2019;-;Desempleado/a;106-N Licenciado Universitario;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;35-44;ESPAÑOLA;29/08/2008;-;Estudiando;200-N NS/NC;USERA;ALMENDRALES;1
Varón;43-52;ESPAÑOLA;15/03/2013;-;Estudiando;08-A Licenciado Universitario;TETUAN;VALDEACEDERAS;1
Varón;60-69;ESPAÑOLA;27/07/2009;-;Desempleado/a;200-N NS/NC;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;52-61;ESPAÑOLA;05/03/2015;-;Desempleado/a;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;38-47;ESPAÑOLA;15/03/2011;-;-;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;34-43;ESPAÑOLA;25/08/2014;-;Trabajando;106-N Licenciado Universitario;SALAMANCA;RECOLETOS;1
Mujer;43-52;ESPAÑOLA;22/09/2015;-;-;02-A EGB/Graduado Escolar;TETUAN;VALDEACEDERAS;1
Mujer;18-27;ESPAÑOLA;01/08/2022;-;Estudiando;05-A COU;RETIRO;PACIFICO;1
Varón;28-37;ESPAÑOLA;03/01/2013;-;Estudiando;102-N Bachillerato;ARGANZUELA;DELICIAS;1
Mujer;45-54;AUSTRALIANA;19/02/2014;-;Trabajando;08-A Licenciado Universitario;USERA;PRADOLONGO;1
Mujer;47-56;ESPAÑOLA;21/08/2019;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Varón;64-73;COLOMBIANA;03/02/2023;-;Estudiando;08-A Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;53-62;ESPAÑOLA;02/01/2008;-;Desempleado/a;02-A EGB/Graduado Escolar;TETUAN;ALMENARA;1
Varón;28-37;ECUATORIANA;12/07/2016;-;-;104-N Ciclo Formativo Grado Superior;OTROS;OTROS;1
Mujer;26-35;ESPAÑOLA;17/02/2022;-;Desempleado/a;08-A Licenciado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Mujer;59-68;ESPAÑOLA;17/12/2008;-;Desempleado/a;02-A EGB/Graduado Escolar;ARGANZUELA;ACACIAS;1
Mujer;41-50;ESPAÑOLA;21/05/2019;-;Trabajando;08-A Licenciado Universitario;CENTRO;CORTES;1
Mujer;50-59;ESPAÑOLA;03/07/2013;-;Trabajando;105-N Diplomado Universitario;OTROS;OTROS;1
Mujer;25-34;ESPAÑOLA;26/05/2016;-;Trabajando;103-N Ciclo Formativo Grado Medio;OTROS;OTROS;1
Mujer;76-85;ESPAÑOLA;26/08/2010;-;-;200-N NS/NC;MORATALAZ;MARROQUINA;1
Mujer;66-75;ESPAÑOLA;29/03/2023;-;-;-;MONCLOA-ARAVACA;CASA DE CAMPO;1
Mujer;76-85;ESPAÑOLA;17/05/2013;-;Jubilado/a;05-A COU;CHAMBERI;TRAFALGAR;1
Mujer;40-49;ESPAÑOLA;18/03/2014;-;Desempleado/a;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;40-49;CHINA;31/10/2019;-;-;-;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;28-37;HONDUREÑA;27/01/2020;-;Estudiando;08-A Licenciado Universitario;SALAMANCA;GUINDALERA;1
Mujer;29-38;ESPAÑOLA;04/12/2011;-;Estudiando;03-A BUP/Bachillerato;CHAMARTIN;EL VISO;1
Varón;77-86;ESPAÑOLA;29/04/2013;-;Trabajando;200-N NS/NC;RETIRO;PACIFICO;1
Mujer;52-61;ESPAÑOLA;27/08/2009;-;Trabajando;04-A FP;OTROS;OTROS;1
Varón;>90;ESPAÑOLA;24/12/2009;-;-;200-N NS/NC;MORATALAZ;VINATEROS;1
Mujer;42-51;ESPAÑOLA;05/10/2010;-;Trabajando;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;REJAS;1
Mujer;63-72;ESPAÑOLA;25/10/2017;-;Trabajando;07-A Diplomado Universitario;MORATALAZ;HORCAJO;1
Mujer;60-69;ESPAÑOLA;22/01/2009;-;Trabajando;200-N NS/NC;CHAMBERI;ARAPILES;1
Mujer;90-99;ESPAÑOLA;06/06/2019;-;-;-;VILLAVERDE;LOS ROSALES;1
Mujer;40-49;ESPAÑOLA;28/06/2022;-;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Varón;46-55;ESPAÑOLA;25/09/2018;-;Desempleado/a;101-N ESO Educación Secundaria;OTROS;OTROS;1
Mujer;65-74;ESPAÑOLA;25/01/2012;-;Trabajando;07-A Diplomado Universitario;FUENCARRAL-EL PARDO;MIRASIERRA;1
Mujer;46-55;ESPAÑOLA;24/10/2006;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;85-94;ESPAÑOLA;21/06/2007;-;Jubilado/a;08-A Licenciado Universitario;SALAMANCA;GOYA;1
Mujer;34-43;PERUANA;30/08/2021;-;Estudiando;08-A Licenciado Universitario;CHAMBERI;GAZTAMBIDE;1
Mujer;>90;ESPAÑOLA;30/04/2008;-;Otra situación;03-A BUP/Bachillerato;CHAMARTIN;PROSPERIDAD;1
Mujer;31-40;ESPAÑOLA;24/01/2019;-;Trabajando;106-N Licenciado Universitario;MONCLOA-ARAVACA;CASA DE CAMPO;1
Varón;74-83;ESPAÑOLA;21/03/2014;-;Jubilado/a;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Varón;66-75;ESPAÑOLA;07/07/2017;-;Trabajando;08-A Licenciado Universitario;LATINA;LOS CARMENES;1
